order_id,order_detail_id,product_id,unit_price,order_qty,line_total
43662,37,768,419.4589,2,838.9178
43665,68,778,2024.994,1,2024.994
43681,206,732,356.898,1,356.898
43684,246,758,874.794,2,1749.588
43668,83,760,419.4589,7,2936.2123
43661,23,711,20.1865,2,40.373
43659,9,716,28.8404,1,28.8404
43671,123,716,28.8404,1,28.8404
43662,38,753,2146.962,1,2146.962
43665,69,709,5.7,6,34.2
43681,207,707,20.1865,1,20.1865
43684,247,770,419.4589,1,419.4589
43668,84,765,419.4589,6,2516.7534
43661,24,741,818.7,2,1637.4
43659,10,709,5.7,6,34.2
43671,124,711,20.1865,1,20.1865
43662,39,756,874.794,1,874.794
43665,70,776,2024.994,1,2024.994
43681,208,729,183.9382,1,183.9382
43684,248,763,419.4589,1,419.4589
43668,85,715,28.8404,6,173.0424
43661,25,776,2024.994,4,8099.976
43659,11,712,5.1865,2,10.373
43671,125,708,20.1865,1,20.1865
43662,40,763,419.4589,3,1258.3767
43672,126,709,5.7,6,34.2
43681,209,708,20.1865,2,40.373
43686,253,758,874.794,3,2624.382
43668,86,730,183.9382,6,1103.6292
43661,26,773,2039.994,2,4079.988
43659,12,711,20.1865,4,80.746
43673,129,754,874.794,1,874.794
43662,41,732,356.898,1,356.898
43672,127,776,2024.994,2,4049.988
43681,210,770,419.4589,3,1258.3767
43686,254,762,419.4589,1,419.4589
43668,87,707,20.1865,2,40.373
43661,27,716,28.8404,2,57.6808
43660,13,762,419.4589,1,419.4589
43673,130,715,28.8404,3,86.5212
43662,42,758,874.794,6,5248.764
43672,128,774,2039.994,1,2039.994
43681,211,730,183.9382,2,367.8764
43686,255,770,419.4589,1,419.4589
43668,88,711,20.1865,2,40.373
43661,28,777,2024.994,2,4049.988
43660,14,758,874.794,1,874.794
43673,131,729,183.9382,1,183.9382
43662,43,729,183.9382,1,183.9382
43679,186,760,419.4589,1,419.4589
43681,212,758,874.794,3,2624.382
43699,355,773,3399.99,1,3399.99
43668,89,754,874.794,2,1749.588
43661,29,708,20.1865,5,100.9325
43674,140,758,874.794,3,2624.382
43673,132,761,419.4589,2,838.9178
43662,44,722,178.5808,3,535.7424
43679,187,770,419.4589,2,838.9178
43681,213,768,419.4589,1,419.4589
43701,357,773,3399.99,1,3399.99
43668,90,712,5.1865,4,20.746
43675,141,761,419.4589,4,1677.8356
43677,155,715,28.8404,3,86.5212
43673,133,762,419.4589,1,419.4589
43662,45,749,2146.962,1,2146.962
43679,188,715,28.8404,2,57.6808
43681,214,761,419.4589,2,838.9178
43673,134,738,178.5808,2,357.1616
43668,91,729,183.9382,2,367.8764
43675,142,711,20.1865,5,100.9325
43677,156,753,2146.962,1,2146.962
43673,135,770,419.4589,2,838.9178
43662,46,760,419.4589,3,1258.3767
43690,290,715,28.8404,1,28.8404
43681,215,738,178.5808,2,357.1616
43673,136,712,5.1865,1,5.1865
43668,92,755,874.794,3,2624.382
43675,143,738,178.5808,2,357.1616
43677,157,758,874.794,1,874.794
43673,137,708,20.1865,2,40.373
43662,47,726,183.9382,1,183.9382
43690,291,770,419.4589,1,419.4589
43681,216,753,2146.962,1,2146.962
43673,138,711,20.1865,1,20.1865
43668,93,761,419.4589,3,1258.3767
43675,144,708,20.1865,1,20.1865
43677,158,770,419.4589,1,419.4589
43673,139,707,20.1865,4,80.746
43662,48,733,356.898,1,356.898
43690,292,712,5.1865,2,10.373
43681,217,714,28.8404,2,57.6808
43680,189,760,419.4589,3,1258.3767
43668,94,770,419.4589,2,838.9178
43675,145,762,419.4589,2,838.9178
43677,159,708,20.1865,2,40.373
43680,190,756,874.794,2,1749.588
43662,49,738,178.5808,1,178.5808
43690,293,760,419.4589,2,838.9178
43681,218,764,419.4589,2,838.9178
43680,191,738,178.5808,2,357.1616
43668,95,726,183.9382,3,551.8146
43675,146,758,874.794,2,1749.588
43677,160,760,419.4589,4,1677.8356
43680,192,707,20.1865,4,80.746
43662,50,766,419.4589,3,1258.3767
43697,353,749,3578.27,1,3578.27
43681,219,760,419.4589,2,838.9178
43680,193,729,183.9382,1,183.9382
43668,96,764,419.4589,2,838.9178
43675,147,712,5.1865,2,10.373
43677,161,765,419.4589,2,838.9178
43680,194,711,20.1865,1,20.1865
43662,51,755,874.794,1,874.794
43675,148,754,874.794,1,874.794
43681,220,756,874.794,1,874.794
43680,195,715,28.8404,2,57.6808
43668,97,766,419.4589,2,838.9178
43675,149,715,28.8404,3,86.5212
43677,162,763,419.4589,1,419.4589
43680,196,725,183.9382,2,367.8764
43664,53,772,2039.994,1,2039.994
43676,150,776,2024.994,2,4049.988
43681,221,716,28.8404,2,57.6808
43680,197,758,874.794,1,874.794
43668,98,725,183.9382,2,367.8764
43676,151,778,2024.994,2,4049.988
43677,163,712,5.1865,5,25.9325
43680,198,761,419.4589,1,419.4589
43664,54,775,2024.994,4,8099.976
43676,152,710,5.7,1,5.7
43681,222,711,20.1865,2,40.373
43680,199,753,2146.962,2,4293.924
43668,99,716,28.8404,1,28.8404
43676,153,775,2024.994,3,6074.982
43677,164,707,20.1865,1,20.1865
43680,200,708,20.1865,2,40.373
43664,55,714,28.8404,1,28.8404
43676,154,709,5.7,4,22.8
43681,223,725,183.9382,1,183.9382
43680,201,765,419.4589,3,1258.3767
43668,100,768,419.4589,2,838.9178
43693,323,716,28.8404,3,86.5212
43677,165,754,874.794,1,874.794
43680,202,712,5.1865,3,15.5595
43664,56,716,28.8404,1,28.8404
43693,324,773,2039.994,1,2039.994
43681,224,712,5.1865,2,10.373
43680,203,763,419.4589,1,419.4589
43668,101,732,356.898,4,1427.592
43693,325,709,5.7,6,34.2
43677,166,729,183.9382,2,367.8764
43682,225,758,874.794,2,1749.588
43664,57,777,2024.994,2,4049.988
43693,326,707,20.1865,2,40.373
43688,258,725,183.9382,1,183.9382
43682,226,762,419.4589,1,419.4589
43668,102,758,874.794,6,5248.764
43693,327,771,2039.994,3,6119.982
43678,167,760,419.4589,1,419.4589
43682,227,760,419.4589,2,838.9178
43664,58,771,2039.994,3,6119.982
43693,328,708,20.1865,2,40.373
43688,259,760,419.4589,2,838.9178
43682,228,770,419.4589,2,838.9178
43668,103,762,419.4589,4,1677.8356
43693,329,774,2039.994,1,2039.994
43678,168,738,178.5808,2,357.1616
43682,229,715,28.8404,1,28.8404
43664,59,773,2039.994,1,2039.994
43693,330,777,2024.994,3,6074.982
43688,260,762,419.4589,3,1258.3767
43693,331,772,2039.994,1,2039.994
43668,104,738,178.5808,3,535.7424
43693,332,778,2024.994,1,2024.994
43678,169,765,419.4589,1,419.4589
43694,333,776,2024.994,3,6074.982
43664,60,778,2024.994,1,2024.994
43694,334,771,2039.994,3,6119.982
43688,261,738,178.5808,1,178.5808
43694,335,715,28.8404,2,57.6808
43668,105,714,28.8404,4,115.3616
43694,336,772,2039.994,1,2039.994
43678,170,732,356.898,2,713.796
43694,337,716,28.8404,3,86.5212
43687,256,768,419.4589,1,419.4589
43694,338,707,20.1865,1,20.1865
43688,262,763,419.4589,1,419.4589
43694,339,708,20.1865,1,20.1865
43668,106,722,178.5808,3,535.7424
43694,340,774,2039.994,1,2039.994
43678,171,762,419.4589,3,1258.3767
43694,341,773,2039.994,2,4079.988
43687,257,765,419.4589,2,838.9178
43694,342,712,5.1865,1,5.1865
43688,263,729,183.9382,2,367.8764
43694,343,711,20.1865,5,100.9325
43668,107,708,20.1865,1,20.1865
43678,172,761,419.4589,2,838.9178
43689,269,764,419.4589,3,1258.3767
43688,264,754,874.794,2,1749.588
43668,108,733,356.898,3,1070.694
43678,173,712,5.1865,3,15.5595
43689,270,738,178.5808,2,357.1616
43688,265,758,874.794,2,1749.588
43668,109,763,419.4589,3,1258.3767
43678,174,708,20.1865,4,80.746
43689,271,725,183.9382,2,367.8764
43688,266,765,419.4589,3,1258.3767
43683,230,776,2024.994,2,4049.988
43678,175,729,183.9382,2,367.8764
43689,272,753,2146.962,1,2146.962
43688,267,770,419.4589,1,419.4589
43683,231,715,28.8404,2,57.6808
43678,176,756,874.794,1,874.794
43689,273,755,874.794,2,1749.588
43688,268,753,2146.962,2,4293.924
43683,232,773,2039.994,2,4079.988
43678,177,725,183.9382,2,367.8764
43689,274,766,419.4589,4,1677.8356
43695,344,774,2039.994,2,4079.988
43683,233,774,2039.994,1,2039.994
43678,178,716,28.8404,1,28.8404
43689,275,770,419.4589,2,838.9178
43695,345,748,722.5949,2,1445.1898
43683,234,708,20.1865,1,20.1865
43678,179,770,419.4589,1,419.4589
43689,276,760,419.4589,7,2936.2123
43695,346,747,714.7043,1,714.7043
43683,235,711,20.1865,2,40.373
43678,180,758,874.794,2,1749.588
43689,277,726,183.9382,3,551.8146
43695,347,742,722.5949,1,722.5949
43683,236,712,5.1865,3,15.5595
43678,181,715,28.8404,2,57.6808
43689,278,722,178.5808,1,178.5808
43695,348,777,2024.994,5,10124.97
43683,237,775,2024.994,4,8099.976
43678,182,754,874.794,1,874.794
43689,279,763,419.4589,6,2516.7534
43695,349,778,2024.994,6,12149.964
43683,238,777,2024.994,6,12149.964
43678,183,755,874.794,1,874.794
43689,280,729,183.9382,2,367.8764
43695,350,709,5.7,2,11.4
43683,239,772,2039.994,1,2039.994
43678,184,711,20.1865,3,60.5595
43689,281,730,183.9382,2,367.8764
43695,351,775,2024.994,5,10124.97
43683,240,707,20.1865,3,60.5595
43678,185,707,20.1865,1,20.1865
43689,282,732,356.898,2,713.796
43691,294,758,874.794,1,874.794
43683,241,778,2024.994,5,10124.97
43692,295,770,419.4589,5,2097.2945
43689,283,765,419.4589,5,2097.2945
43692,296,725,183.9382,1,183.9382
43683,242,709,5.7,6,34.2
43692,297,754,874.794,8,6998.352
43689,284,768,419.4589,2,838.9178
43692,298,730,183.9382,2,367.8764
43685,249,765,419.4589,3,1258.3767
43692,299,715,28.8404,10,288.404
43689,285,761,419.4589,2,838.9178
43692,300,768,419.4589,1,419.4589
43685,250,763,419.4589,1,419.4589
43692,301,756,874.794,4,3499.176
43689,286,758,874.794,3,2624.382
43692,302,738,178.5808,2,357.1616
43685,251,754,874.794,1,874.794
43692,303,758,874.794,8,6998.352
43689,287,749,2146.962,2,4293.924
43692,304,708,20.1865,3,60.5595
43685,252,725,183.9382,1,183.9382
43692,305,762,419.4589,6,2516.7534
43689,288,762,419.4589,9,3775.1301
43692,306,732,356.898,3,1070.694
43700,356,767,699.0982,1,699.0982
43692,307,712,5.1865,6,31.119
43689,289,754,874.794,4,3499.176
43692,308,714,28.8404,4,115.3616
43696,352,762,419.4589,1,419.4589
43692,309,760,419.4589,7,2936.2123
43698,354,773,3399.99,1,3399.99
43692,310,755,874.794,2,1749.588
43692,311,716,28.8404,4,115.3616
43692,312,765,419.4589,2,838.9178
43692,313,764,419.4589,1,419.4589
43692,314,753,2146.962,2,4293.924
43692,315,766,419.4589,1,419.4589
43692,316,722,178.5808,1,178.5808
43692,317,761,419.4589,3,1258.3767
43692,318,711,20.1865,3,60.5595
43692,319,763,419.4589,1,419.4589
43692,320,729,183.9382,2,367.8764
43692,321,707,20.1865,4,80.746
43692,322,726,183.9382,2,367.8764
43703,359,749,3578.27,1,3578.27
43702,358,750,3578.27,1,3578.27
43704,360,778,3374.99,1,3374.99
43705,361,771,3399.99,1,3399.99
43706,362,751,3578.27,1,3578.27
43708,364,764,699.0982,1,699.0982
43709,365,752,3578.27,1,3578.27
43707,363,751,3578.27,1,3578.27
43710,366,753,3578.27,1,3578.27
43711,367,753,3578.27,1,3578.27
43712,368,750,3578.27,1,3578.27
43717,373,767,699.0982,1,699.0982
43715,371,753,3578.27,1,3578.27
43713,369,749,3578.27,1,3578.27
43716,372,750,3578.27,1,3578.27
43714,370,750,3578.27,1,3578.27
43721,377,749,3578.27,1,3578.27
43718,374,750,3578.27,1,3578.27
43720,376,750,3578.27,1,3578.27
43719,375,751,3578.27,1,3578.27
43722,378,751,3578.27,1,3578.27
43724,380,750,3578.27,1,3578.27
43723,379,765,699.0982,1,699.0982
43725,381,750,3578.27,1,3578.27
43727,383,750,3578.27,1,3578.27
43726,382,765,699.0982,1,699.0982
43730,386,773,3399.99,1,3399.99
43733,389,751,3578.27,1,3578.27
43731,387,753,3578.27,1,3578.27
43729,385,773,3399.99,1,3399.99
43732,388,777,3374.99,1,3374.99
43728,384,752,3578.27,1,3578.27
43735,391,749,3578.27,1,3578.27
43734,390,751,3578.27,1,3578.27
43736,392,773,3399.99,1,3399.99
43740,396,751,3578.27,1,3578.27
43738,394,751,3578.27,1,3578.27
43737,393,750,3578.27,1,3578.27
43739,395,749,3578.27,1,3578.27
43741,397,749,3578.27,1,3578.27
43743,399,774,3399.99,1,3399.99
43742,398,753,3578.27,1,3578.27
43744,400,752,3578.27,1,3578.27
43745,401,750,3578.27,1,3578.27
43746,402,751,3578.27,1,3578.27
43751,407,752,3578.27,1,3578.27
43747,403,753,3578.27,1,3578.27
43749,405,753,3578.27,1,3578.27
43750,406,750,3578.27,1,3578.27
43753,409,749,3578.27,1,3578.27
43748,404,752,3578.27,1,3578.27
43752,408,750,3578.27,1,3578.27
43756,412,765,699.0982,1,699.0982
43754,410,751,3578.27,1,3578.27
43755,411,750,3578.27,1,3578.27
43757,413,777,3374.99,1,3374.99
43758,414,749,3578.27,1,3578.27
43759,415,749,3578.27,1,3578.27
43761,417,749,3578.27,1,3578.27
43760,416,753,3578.27,1,3578.27
43765,421,773,3399.99,1,3399.99
43762,418,753,3578.27,1,3578.27
43763,419,752,3578.27,1,3578.27
43764,420,749,3578.27,1,3578.27
43767,423,777,3374.99,1,3374.99
43766,422,752,3578.27,1,3578.27
43775,431,774,3399.99,1,3399.99
43770,426,751,3578.27,1,3578.27
43771,427,764,699.0982,1,699.0982
43768,424,751,3578.27,1,3578.27
43772,428,751,3578.27,1,3578.27
43774,430,752,3578.27,1,3578.27
43769,425,751,3578.27,1,3578.27
43773,429,753,3578.27,1,3578.27
43777,433,750,3578.27,1,3578.27
43776,432,753,3578.27,1,3578.27
43778,434,772,3399.99,1,3399.99
43779,435,762,699.0982,1,699.0982
43783,439,751,3578.27,1,3578.27
43780,436,750,3578.27,1,3578.27
43781,437,751,3578.27,1,3578.27
43782,438,751,3578.27,1,3578.27
43787,443,771,3399.99,1,3399.99
43793,449,771,3399.99,1,3399.99
43791,447,753,3578.27,1,3578.27
43784,440,749,3578.27,1,3578.27
43785,441,750,3578.27,1,3578.27
43790,446,771,3399.99,1,3399.99
43788,444,778,3374.99,1,3374.99
43786,442,750,3578.27,1,3578.27
43789,445,778,3374.99,1,3374.99
43794,450,774,3399.99,1,3399.99
43792,448,751,3578.27,1,3578.27
43797,453,751,3578.27,1,3578.27
43796,452,770,699.0982,1,699.0982
43799,455,751,3578.27,1,3578.27
43798,454,749,3578.27,1,3578.27
43795,451,751,3578.27,1,3578.27
43801,457,750,3578.27,1,3578.27
43800,456,750,3578.27,1,3578.27
43802,458,751,3578.27,1,3578.27
43804,460,749,3578.27,1,3578.27
43806,462,751,3578.27,1,3578.27
43805,461,763,699.0982,1,699.0982
43803,459,753,3578.27,1,3578.27
43809,465,749,3578.27,1,3578.27
43808,464,752,3578.27,1,3578.27
43810,466,772,3399.99,1,3399.99
43807,463,751,3578.27,1,3578.27
43811,467,773,3399.99,1,3399.99
43817,473,749,3578.27,1,3578.27
43816,472,753,3578.27,1,3578.27
43813,469,777,3374.99,1,3374.99
43815,471,750,3578.27,1,3578.27
43819,475,773,3399.99,1,3399.99
43812,468,751,3578.27,1,3578.27
43818,474,751,3578.27,1,3578.27
43814,470,777,3374.99,1,3374.99
43827,483,768,699.0982,1,699.0982
43825,481,752,3578.27,1,3578.27
43821,477,749,3578.27,1,3578.27
43820,476,751,3578.27,1,3578.27
43824,480,768,699.0982,1,699.0982
43822,478,752,3578.27,1,3578.27
43823,479,770,699.0982,1,699.0982
43826,482,775,3374.99,1,3374.99
43828,484,749,3578.27,1,3578.27
43829,485,749,3578.27,1,3578.27
43830,486,750,3578.27,1,3578.27
43831,487,776,3374.99,1,3374.99
43832,488,749,3578.27,1,3578.27
43837,493,777,3374.99,1,3374.99
43834,490,775,3374.99,1,3374.99
43833,489,749,3578.27,1,3578.27
43836,492,761,699.0982,1,699.0982
43835,491,775,3374.99,1,3374.99
43841,497,753,3578.27,1,3578.27
43840,496,762,699.0982,1,699.0982
43838,494,752,3578.27,1,3578.27
43839,495,750,3578.27,1,3578.27
43842,498,751,3578.27,1,3578.27
43843,499,774,2039.994,2,4079.988
43855,577,765,419.4589,2,838.9178
43850,546,765,419.4589,1,419.4589
43849,535,776,2024.994,2,4049.988
43847,527,715,28.8404,1,28.8404
43851,557,761,419.4589,2,838.9178
43846,523,729,183.9382,3,551.8146
43845,513,725,183.9382,1,183.9382
43843,500,778,2024.994,2,4049.988
43855,578,760,419.4589,2,838.9178
43850,547,755,874.794,1,874.794
43849,536,714,28.8404,1,28.8404
43847,528,712,5.1865,1,5.1865
43851,558,760,419.4589,1,419.4589
43846,524,712,5.1865,1,5.1865
43845,514,715,28.8404,3,86.5212
43843,501,742,722.5949,2,1445.1898
43855,579,753,2146.962,1,2146.962
43850,548,761,419.4589,1,419.4589
43849,537,777,2024.994,2,4049.988
43847,529,758,874.794,1,874.794
43851,559,711,20.1865,1,20.1865
43846,525,738,178.5808,1,178.5808
43845,515,770,419.4589,1,419.4589
43843,502,777,2024.994,5,10124.97
43855,580,761,419.4589,4,1677.8356
43850,549,762,419.4589,2,838.9178
43849,538,771,2039.994,2,4079.988
43854,576,758,874.794,2,1749.588
43851,560,770,419.4589,3,1258.3767
43846,526,725,183.9382,1,183.9382
43845,516,763,419.4589,2,838.9178
43843,503,748,722.5949,2,1445.1898
43855,581,738,178.5808,1,178.5808
43850,550,753,2146.962,1,2146.962
43849,539,711,20.1865,1,20.1865
43865,684,758,874.794,1,874.794
43851,561,707,20.1865,1,20.1865
43848,530,773,2039.994,1,2039.994
43845,517,761,419.4589,2,838.9178
43843,504,741,818.7,1,818.7
43855,582,762,419.4589,3,1258.3767
43850,551,725,183.9382,3,551.8146
43849,540,773,2039.994,1,2039.994
43865,685,770,419.4589,2,838.9178
43851,562,725,183.9382,1,183.9382
43848,531,778,2024.994,1,2024.994
43845,518,754,874.794,1,874.794
43843,505,745,809.76,1,809.76
43855,583,732,356.898,2,713.796
43850,552,729,183.9382,1,183.9382
43849,541,715,28.8404,4,115.3616
43865,686,753,2146.962,1,2146.962
43851,563,754,874.794,1,874.794
43848,532,775,2024.994,1,2024.994
43845,519,765,419.4589,2,838.9178
43843,506,771,2039.994,2,4079.988
43855,584,766,419.4589,1,419.4589
43850,553,758,874.794,3,2624.382
43849,542,772,2039.994,1,2039.994
43865,687,760,419.4589,4,1677.8356
43851,564,738,178.5808,3,535.7424
43848,533,776,2024.994,4,8099.976
43845,520,753,2146.962,2,4293.924
43843,507,709,5.7,2,11.4
43855,585,726,183.9382,1,183.9382
43850,554,756,874.794,1,874.794
43849,543,707,20.1865,1,20.1865
43865,688,725,183.9382,1,183.9382
43851,565,753,2146.962,1,2146.962
43848,534,771,2039.994,2,4079.988
43845,521,729,183.9382,1,183.9382
43843,508,776,2024.994,3,6074.982
43855,586,770,419.4589,2,838.9178
43850,555,732,356.898,3,1070.694
43849,544,774,2039.994,2,4079.988
43865,689,729,183.9382,4,735.7528
43851,566,765,419.4589,1,419.4589
43871,735,712,5.1865,1,5.1865
43845,522,712,5.1865,4,20.746
43844,509,775,2024.994,4,8099.976
43855,587,725,183.9382,1,183.9382
43850,556,738,178.5808,1,178.5808
43849,545,708,20.1865,1,20.1865
43865,690,762,419.4589,1,419.4589
43851,567,712,5.1865,1,5.1865
43871,736,761,419.4589,1,419.4589
43859,619,715,28.8404,1,28.8404
43844,510,776,2024.994,2,4049.988
43855,588,755,874.794,1,874.794
43852,569,776,2024.994,1,2024.994
43856,590,709,5.7,2,11.4
43865,691,763,419.4589,2,838.9178
43851,568,708,20.1865,3,60.5595
43871,737,729,183.9382,2,367.8764
43859,620,762,419.4589,1,419.4589
43844,511,777,2024.994,3,6074.982
43855,589,768,419.4589,2,838.9178
43867,701,708,20.1865,1,20.1865
43856,591,777,2024.994,1,2024.994
43865,692,715,28.8404,5,144.202
43853,570,777,2024.994,2,4049.988
43871,738,707,20.1865,2,40.373
43859,621,758,874.794,3,2624.382
43844,512,778,2024.994,1,2024.994
43857,592,760,419.4589,1,419.4589
43867,702,774,2039.994,1,2039.994
43863,671,758,874.794,1,874.794
43865,693,738,178.5808,1,178.5808
43853,571,773,2039.994,1,2039.994
43871,739,758,874.794,1,874.794
43859,622,760,419.4589,2,838.9178
43858,606,762,419.4589,2,838.9178
43857,593,765,419.4589,1,419.4589
43867,703,776,2024.994,2,4049.988
43863,672,712,5.1865,1,5.1865
43865,694,712,5.1865,3,15.5595
43853,572,771,2039.994,1,2039.994
43871,740,725,183.9382,1,183.9382
43860,623,761,419.4589,2,838.9178
43858,607,761,419.4589,2,838.9178
43857,594,762,419.4589,2,838.9178
43867,704,715,28.8404,2,57.6808
43863,673,760,419.4589,1,419.4589
43865,695,765,419.4589,3,1258.3767
43853,573,776,2024.994,4,8099.976
43871,741,762,419.4589,1,419.4589
43860,624,770,419.4589,1,419.4589
43858,608,770,419.4589,5,2097.2945
43857,595,758,874.794,3,2624.382
43867,705,773,2039.994,2,4079.988
43863,674,762,419.4589,1,419.4589
43865,696,761,419.4589,3,1258.3767
43853,574,775,2024.994,2,4049.988
43871,742,715,28.8404,2,57.6808
43860,625,758,874.794,2,1749.588
43858,609,765,419.4589,1,419.4589
43857,596,715,28.8404,1,28.8404
43867,706,709,5.7,2,11.4
43874,793,763,419.4589,1,419.4589
43865,697,754,874.794,3,2624.382
43853,575,778,2024.994,3,6074.982
43871,743,754,874.794,3,2624.382
43860,626,765,419.4589,2,838.9178
43858,610,738,178.5808,2,357.1616
43857,597,712,5.1865,3,15.5595
43867,707,714,28.8404,3,86.5212
43881,874,776,2024.994,2,4049.988
43872,749,763,419.4589,1,419.4589
43868,719,749,2146.962,1,2146.962
43871,744,753,2146.962,1,2146.962
43860,627,732,356.898,1,356.898
43858,611,763,419.4589,3,1258.3767
43857,598,716,28.8404,1,28.8404
43867,708,771,2039.994,4,8159.976
43881,875,778,2024.994,2,4049.988
43872,750,708,20.1865,1,20.1865
43870,730,760,419.4589,3,1258.3767
43871,745,708,20.1865,4,80.746
43860,628,762,419.4589,1,419.4589
43858,612,754,874.794,2,1749.588
43857,599,725,183.9382,1,183.9382
43867,709,711,20.1865,2,40.373
43881,876,772,2039.994,5,10199.97
43872,751,758,874.794,3,2624.382
43870,731,762,419.4589,2,838.9178
43871,746,760,419.4589,2,838.9178
43860,629,738,178.5808,1,178.5808
43858,613,722,178.5808,1,178.5808
43857,600,711,20.1865,2,40.373
43867,710,707,20.1865,1,20.1865
43881,877,774,2039.994,3,6119.982
43872,752,756,874.794,2,1749.588
43870,732,715,28.8404,3,86.5212
43871,747,770,419.4589,3,1258.3767
43860,630,768,419.4589,1,419.4589
43858,614,753,2146.962,2,4293.924
43857,601,708,20.1865,1,20.1865
43867,711,778,2024.994,2,4049.988
43881,878,777,2024.994,3,6074.982
43872,753,765,419.4589,1,419.4589
43870,733,770,419.4589,3,1258.3767
43871,748,711,20.1865,4,80.746
43860,631,753,2146.962,2,4293.924
43858,615,726,183.9382,1,183.9382
43857,602,738,178.5808,2,357.1616
43867,712,712,5.1865,4,20.746
43881,879,714,28.8404,2,57.6808
43872,754,711,20.1865,2,40.373
43870,734,758,874.794,1,874.794
43873,765,770,419.4589,6,2516.7534
43860,632,729,183.9382,1,183.9382
43858,616,766,419.4589,1,419.4589
43857,603,763,419.4589,1,419.4589
43867,713,743,714.7043,2,1429.4086
43881,880,773,2039.994,4,8159.976
43872,755,707,20.1865,4,80.746
43883,883,726,183.9382,2,367.8764
43873,766,764,419.4589,2,838.9178
43860,633,763,419.4589,1,419.4589
43858,617,729,183.9382,1,183.9382
43857,604,754,874.794,2,1749.588
43867,714,748,722.5949,1,722.5949
43881,881,709,5.225,21,104.23875
43872,756,725,183.9382,2,367.8764
43883,884,732,356.898,1,356.898
43873,767,749,2146.962,2,4293.924
43860,634,756,874.794,1,874.794
43858,618,756,874.794,1,874.794
43857,605,707,20.1865,2,40.373
43867,715,742,722.5949,3,2167.7847
43888,946,764,419.4589,1,419.4589
43872,757,732,356.898,1,356.898
43883,885,763,419.4589,2,838.9178
43873,768,726,183.9382,5,919.691
43877,823,715,28.8404,4,115.3616
43861,635,732,356.898,1,356.898
43862,662,771,2039.994,4,8159.976
43867,716,741,818.7,2,1637.4
43888,947,755,874.794,1,874.794
43872,758,738,178.5808,1,178.5808
43883,886,768,419.4589,1,419.4589
43873,769,729,183.9382,5,919.691
43877,824,708,20.1865,2,40.373
43861,636,764,419.4589,3,1258.3767
43862,663,741,818.7,1,818.7
43867,717,777,2024.994,2,4049.988
43888,948,738,178.5808,2,357.1616
43872,759,753,2146.962,1,2146.962
43883,887,770,419.4589,2,838.9178
43873,770,755,874.794,1,874.794
43877,825,709,5.7,5,28.5
43861,637,770,419.4589,5,2097.2945
43862,664,777,2024.994,3,6074.982
43867,718,716,28.8404,1,28.8404
43888,949,725,183.9382,1,183.9382
43872,760,754,874.794,2,1749.588
43883,888,712,5.1865,2,10.373
43873,771,738,178.5808,1,178.5808
43877,826,771,2039.994,3,6119.982
43861,638,768,419.4589,2,838.9178
43862,665,773,2039.994,4,8159.976
43869,720,747,714.7043,1,714.7043
